tweet_id,created_at,customer_text,response_tweet_id,in_response_to_tweet_id,proposed_intent,historical_response,final_intent,review_status,escalation_gold,notes
944150,Sat Oct 14 01:32:51 +0000 2017,"@AmazonHelp No, I’ve done this. I gave you the info. I spoke to someone on the phone. They are going to “try” prime is not worth the hassle",,944149.0,Amazon_Prime_problem,,Amazon_Prime_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
938014,Sat Oct 21 18:48:15 +0000 2017,@AmazonHelp Mobile app (running latest software). The songs are also missing when playing the playlist through Sonos.,938016,938013.0,missing_or_not_received_order,@342344 Please check to make sure the songs are showing in your playlist here: https://t.co/jx7h7zyrzw ^AN,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1447149,Thu Nov 02 16:48:31 +0000 2017,"@AmazonHelp My concern is that, I preordered this item when it was in stock. Now they, the representatives, tell me it became unavailable. How is that possible?",1447152,1447147.0,product_information,"@455805 My apologies, However, the item might have gone out of stock. I will have this feedback forwarded to the team internally. ^KS",product_information,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
183351,Wed Oct 04 11:22:37 +0000 2017,@AmazonHelp I have already Russell via chat was useless.. saying you don’t have it in stock. My frustration that you’re promoting sales on your treasure,,183349.0,product_information,,product_information,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2971999,Thu Nov 30 02:03:51 +0000 2017,"@AmazonHelp No puedo ver nada de prime video, intento ver ""The Tick"" pero nada, que puedo hacer? https://t.co/eOaUr31v00",2972001,2971998.0,Amazon_Prime_problem,@819715 Hola #AlexG. Lamentamos el inconveniente. Por favor entra en contacto con nuestro Servicio al Cliente por medio de este enlace: https://t.co/beR78zMMYB  ^JJ,Amazon_Prime_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2834147,Mon Nov 27 15:31:19 +0000 2017,@AmazonHelp Now this is the height of everything.. like seriously?? Your agent calls me and tells me he can't come due to his absurd reasons. And i receive a message stating product couldn't be delivered as i was not available over phone??? 👿👿👿 https://t.co/NVq5TzWFE6,2834148,2834146.0,product_information,@788958 Apologies for the tracking update issues; we'd like to check this for you. Please drop your details here: https://t.co/GIJyeYqKE0 so that we can sort this soon for you. ^VN,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
790232,Thu Oct 12 15:59:33 +0000 2017,"@AmazonHelp At the earliest will not be ""TODAY"" which should have been the ideal case. This is NOT PRIME.",790233,790231.0,Amazon_Prime_problem,@308436 If you've shared the required details on the link provided earlier and we'll check this and get back. ^YP,Amazon_Prime_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1608098,Sun Nov 05 09:49:09 +0000 2017,@AmazonHelp Latest update was at 02.05am saying working to get on track.it had said yesterday would arrive by 10pm but never dispatched with enough time,1608100,1608097.0,order_status,@493848 Was a reason given for any delays? ^PK,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
181134,Thu Oct 05 13:32:14 +0000 2017,@AmazonHelp Password is incorrect,,181132.0,account_or_login_problem,,account_or_login_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1670243,Sun Oct 29 00:25:16 +0000 2017,"@AmazonHelp Yup, they've delayed delivery until Monday. Ad to cancel. Thanks",1670244,1670242.0,delivery_problem,"@508467 I'm so sorry for the delay! Please reach us here: https://t.co/EKXRLsnxJu, so we can escalate this issue with the carrier. ^JN",delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
99817,Thu Nov 30 17:27:26 +0000 2017,"@AmazonHelp Thank you.

However, I don't understand how you can bill me something I never accepted in the first place.",,99816.0,payment_or_billing_problem,,payment_or_billing_problem,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1302337,Fri Oct 27 01:02:14 +0000 2017,@AmazonHelp The items box looked slightly damaged. Im pissed,1302339,1302336.0,product_problem,@424354 We'd like to look into our available options! Please reach us here: https://t.co/hApLpMlfHN ^AG,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
535117,Sat Dec 02 12:24:45 +0000 2017,"@AmazonHelp Spoke to someone on live chat yesterday from amazon and they contacted the courier and said the courier accepted the package and it would arrive at the warehouse in 2hours, I contact the courier today they still don’t have it or know anything about it",535116,535118.0,delivery_problem,"@243953 Thanks for that information, Joe. We're unable to access your orders or account details via Twitter. We're here to help! Please get in touch with us here: https://t.co/JzP7hlA23B ^RB",delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1751597,Tue Nov 07 18:33:14 +0000 2017,"@AmazonHelp 1. I received email confirmation of delivery, supposedly ""through"" my letterbox. It wasn't. Checking the order, it appears it was delivered&gt;",1751603,1751592.0,delivery_problem,@331458 We'd like to look into this! Please reach out to us via phone/chat here: https://t.co/JzP7hlA23B for more assistance! ^TK,missing_or_not_received_order,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
454610,Thu Nov 30 23:28:58 +0000 2017,"@AmazonHelp It was just a refund, and no reason was given. It says ""Your return is complete. Your refund has been issued."" but I never asked for or issued a return on these items.",,454609.0,return_request,,return_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2296565,Sun Nov 12 13:00:46 +0000 2017,"@AmazonHelp After paying entire amount, it is my right to gt genuine product at my door step without any extra efforts whatsoever.Howevr a fake product ws delivered to me and evn after proving it (it was nt my job) trained officers from fraud Amazon continuosly came up with illogical demands",2296567,2296562.0,seller_or_marketplace_problem,"@270757 Apologies for the unpleasant experience you've had. However, as informed we won't be able to provide any insight on this. Appreciate your cooperation. ^KH",seller_or_marketplace_problem,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2028440,Wed Oct 18 23:04:08 +0000 2017,"@AmazonHelp If I cancel the order I've already used it on, can I used the code? https://t.co/07R5Donijy",,1384450.0,cancellation_request,,cancellation_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2893099,Wed Nov 29 10:37:35 +0000 2017,"@AmazonHelp There gonna say the same rubbish they sad yesterday, because it’s a foreign call centre, all they do is look at tracking, just like me, and they’ll see exactly the same.as me and you ...it’s the whole CS service that’s broke, as well as your delivery service..",,2893097.0,order_status,,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2513913,Mon Oct 30 07:44:50 +0000 2017,@AmazonHelp I want to know reason of cancellation,2513915,2513911.0,cancellation_request,@716344 I'm sorry that you haven't received your order. Kindly reach out to us here: https://t.co/vlvfJr4nN9 and we'll assist you. ^AH,cancellation_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2387939,Tue Nov 14 08:25:32 +0000 2017,"@AmazonHelp I do not see an option to get a replacement, if I choose any of the options they all say ""return"" and print shipping label to get a refund, I don't want a refund I want a replacement https://t.co/quBvKEjkYj",2387940,2387938.0,return_request,"@688077 Hi, are the items still showing in stock by Amazon on the website? ^KK",return_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2805074,Wed Nov 22 02:55:32 +0000 2017,@AmazonHelp There is a sale on 24th as per the website. Just wanted to know if the exchange offer will be there for buying option.,2805076,2805073.0,promotion_or_discount,"@782385 I understand your concern, kindly stay tuned to our website for more updates. ^SH",promotion_or_discount,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2925594,Wed Nov 29 04:05:55 +0000 2017,@AmazonHelp Oh..u guys took the cheap way out.. USPS so no there hasn't been an update since it was shipped and thanks for that.. it is great to not be able to keep up with where the shipment it s,,2925592.0,order_status,,order_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
311539,Mon Oct 09 13:43:08 +0000 2017,"@AmazonHelp behaving I think I have to be content with defective product. Let me know if you do not address consumer grievance seriously,",311540,311533.0,product_problem,@AmazonHelp @115850  @AmazonHelp please resolve my issue and let me know why no one came to pick up even after your promise.,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1560586,Sat Nov 04 08:54:14 +0000 2017,"@AmazonHelp I didn’t get the email so checked the app last night and it said delivered, contacted CS and they said I’d have the email within 24h",1560588,1560585.0,missing_or_not_received_order,@482166 Sorry to hear that. Have you checked here: https://t.co/tOdMfK4HHd ^RS,order_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
861304,Sat Oct 21 23:16:18 +0000 2017,@AmazonHelp Okay I bought a Xbox controller Thursday night and I cancelled it and my $ still isn't on my account I can screenshot the transaction and dm it to you?,,861302.0,payment_or_billing_problem,,payment_or_billing_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
328470,Sat Oct 07 23:17:57 +0000 2017,"@AmazonHelp Thanks, I thought I had prime, turns out I don’t. The shipping I chose was free 5-8 business days",328471,328469.0,Amazon_Prime_problem,@194317 Please let us know when it arrives! ^GL,Amazon_Prime_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
227344,Thu Oct 05 10:04:55 +0000 2017,"@AmazonHelp yes u are the seller, no carrier has been assigned. surely you can see all of this info from your side if you looked up the order?",227345,227343.0,seller_or_marketplace_problem,@170230 We do not have access to your account via Twitter. Please reach out to us directly here: https://t.co/JzP7hlA23B ^CR,order_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2901112,Tue Nov 28 18:15:13 +0000 2017,"@AmazonHelp It got delivered this morning but it was ""guarenteed"" by yesterday so it's not a big deal. Just disappointing 😞",,2901111.0,promotion_or_discount,,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1411670,Sat Oct 28 19:36:21 +0000 2017,"@AmazonHelp I tried calling but my return request was rejected.
Having some pay balance.Once it is over, will tweet on top of this to get my a/c blocked",1411672,1411669.0,return_request,@AmazonHelp Don't even need the prime service that is left,return_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
563951,Sat Dec 02 23:35:35 +0000 2017,"@AmazonHelp USPS does not come at 8 pm. It already came. Still also the issue of the order that was due Wed., then Fri., and is still not here. Im sure you'll insist mail comes on Sunday too. Whatever.",563950,563952.0,product_information,"@251446 If your order has not arrived, please reach out to us here so that we can explore what options are available: https://t.co/hApLpMlfHN  We want to help if possible! ^EA",missing_or_not_received_order,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2819915,Mon Nov 27 06:17:47 +0000 2017,@AmazonHelp As soon I was making payment it disappeared and message appears that exhange is not available.,,2819913.0,payment_or_billing_problem,,payment_or_billing_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2205167,Thu Nov 09 21:49:13 +0000 2017,@AmazonHelp Nothing at all apart from that they'd extend my prime by a month even though I've already got it,2205166,2205168.0,Amazon_Prime_problem,@339447 Was the item shipped and sold by Amazon or a Marketplace seller? ^DO,Amazon_Prime_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
262936,Thu Oct 05 22:41:20 +0000 2017,@AmazonHelp Ya me dijeron que sea paciente aunque en mi pagina de orders ya sale como Undeliverable...,262939,262935.0,promotion_or_discount,@AmazonHelp Pero aún así me dicen que me espere al 13 😡 https://t.co/Fco8mlcuDp,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2217290,Mon Nov 13 14:15:39 +0000 2017,"@AmazonHelp @601412 I feel so sorry for you Nancy, AMZL Courier is a JOKE. They don't deliver in time, they don't update, worst attention ever.. I will have you on my prayers I am still waiting for a package for previous week. They are a JOKE, a J O K E",2217292,2217289.0,delivery_problem,"@647785 @AmazonHelp Oh my—this is an ancient tweet! I haven’t had a problem except this one courier leaving the package propped against the storm door without seeing if anyone was home first. Otherwise, it’s been fine. Sorry you’ve been having such trouble.",delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
225513,Thu Oct 05 06:37:02 +0000 2017,@AmazonHelp Was sent a damaged child car seat. First offered money to keep it and then do clear information about when it is being picked up,225511,225524.0,product_problem,@169871 Sorry about this. Pls reach out here as we don't have access to account details on Twitter  https://t.co/JzP7hlA23B ^KM,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
571786,Sun Dec 03 09:59:52 +0000 2017,"@AmazonHelp Thank you, please check whether my order is cancelled bcoz its showing a blank page after i clicked cancel item.",571788,571785.0,cancellation_request,"@254336 We understand your concern regarding cancellation of the order, however Twitter being a social platform we will not be able to access your order details from here. Request you to connect with our support team from the link provided earlier. ^VH",cancellation_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
417012,Tue Oct 10 04:22:02 +0000 2017,@AmazonHelp Carrier is AMZMX. Your website lists the same arrival estimate.,417013,417011.0,other_unclear,@214488 Please contact us so we can take a closer look: https://t.co/beR78zMMYB ^JD,order_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
946626,Sat Oct 21 19:18:38 +0000 2017,"@AmazonHelp If I cancel the order, would my gift card $ be replaced?",946624,946627.0,cancellation_request,"@344470 Once a refund is processed, it'll go back to the original payment method charged. ^AB",cancellation_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
968682,Sat Oct 14 07:09:19 +0000 2017,"@AmazonHelp U R required to give cashBack of Rs 50, as per #Amazon offer. It is effecting your credibility, as all others are also not got such cashBack",,968680.0,promotion_or_discount,,promotion_or_discount,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
912865,Sat Oct 21 07:58:16 +0000 2017,"@AmazonHelp If I have to wait as per email,why do Amazon representative gave me 24 hrs refund?","912867,912868",912864.0,refund_status,"@336783 3-5 business days as per the bank's policy. We'd appreciate your patience.2/2 ^EM || @336783 A refund is processed from Amazon's end within 24 hours. However, it would be credited to your account within 1/2 ^EM",refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
989515,Sun Oct 22 12:52:14 +0000 2017,@AmazonHelp And my point is why when we pay the same amount to have prime a year has Leeds got a worse service than Manchester London or Liverpool?,,989514.0,Amazon_Prime_problem,,Amazon_Prime_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
757711,Thu Oct 12 15:05:54 +0000 2017,@AmazonHelp What bad service. My order r out 4 delivery since morning bt delivery man nt yet cme nd when I m calling him his saying vl deilvey tomorrow,757713,757710.0,delivery_problem,@301081 Apologies for the inconvenience. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
481585,Fri Dec 01 14:08:43 +0000 2017,@AmazonHelp They are the same seller!,481587,481584.0,seller_or_marketplace_problem,"@229469 Oh! I see! The seller would be in the best position to answer that for you, Anthony, as they are the ones that set the prices. You can contact the seller by clicking on their name and sending an email for clarification. Let us know if need any further assistance! ^FR",seller_or_marketplace_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
102928,Thu Nov 30 18:12:25 +0000 2017,"@AmazonHelp Two times through and no one could answer. You wasted enough time. I’m just requesting a return for the item, which you will pay for since this is your idiocy!",,102927.0,return_request,,return_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1266483,Thu Oct 26 14:10:03 +0000 2017,@AmazonHelp Kindly refund the amount ..,1266484,1266482.0,refund_status,@120173 I understand your concern. Please fill in the details using the above link. We'll reach out to you. ^GD,refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
237064,Wed Oct 04 12:15:54 +0000 2017,@AmazonHelp Thanks. But the CD Rep confirmed what bank said. Currently Amex cards not working on Amazon.. incredulous that this happens even on Amazon!,,237063.0,product_problem,,payment_or_billing_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1443283,Fri Nov 03 09:57:05 +0000 2017,"@AmazonHelp Fluctuations are fine, but when the MRP is ₹350, how can the tax invoice have a different figure? https://t.co/uf28lZaBua",,1443282.0,payment_or_billing_problem,,payment_or_billing_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2470157,Wed Nov 15 11:52:16 +0000 2017,@AmazonHelp I am not calling India anymore.  I can t deal with the 20 minutes of endless apologies from the script to never ever solve one thing.  It is frankly completely grotesque. Between my accent and theirs it is unbearable,2470158,2470156.0,promotion_or_discount,@706563 Could you confirm who the carrier of the order is please? ^PJ,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1470754,Fri Nov 03 00:59:49 +0000 2017,"@AmazonHelp I meant that @118706 hasn't given any indication that they have recieved it, not you guys yet. There tracking system is a frustration.",1470756,1470753.0,order_status,@461382 Oh no! Have you spoken with your local USPS to see what may be causing this? Do you have a receipt from dropping it off? ^HC,order_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1693697,Tue Nov 07 21:18:32 +0000 2017,@AmazonHelp Hey Amazon. Remember when you promised me my item would be delivered today? Guess what? It’s 9.20pm and it’s not arrived. Promise broken.,1693698,1693695.0,missing_or_not_received_order,@220654 I'm sorry you haven't received your package. Please contact us via the link provided by ^AR so we can look into it further. ^HM,missing_or_not_received_order,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
682497,Sat Oct 21 16:53:38 +0000 2017,"@AmazonHelp Also sent email to Panasonic customer care reg the issue. 
Any update on the return request https://t.co/MsP1lXyQGt",,682496.0,return_request,,return_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1425053,Mon Oct 16 18:05:09 +0000 2017,"@AmazonHelp Yes, Amazon Prime.",1425055,1425052.0,Amazon_Prime_problem,@451080 I'm sorry for the inconvenience. You'll have to use the following link to view the movies with Prime: https://t.co/0Qphhhmwwe ^MH,Amazon_Prime_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1150865,Wed Oct 25 09:31:01 +0000 2017,@AmazonHelp Yes it was not useful and there is no clue yet where the package is ?? While it was promised to deliver by 23rd olny..,1150866,1150860.0,order_status,@390825 I'd like to help. Please write to us here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^SA,order_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2369665,Thu Nov 16 12:41:25 +0000 2017,"@AmazonHelp ""Keep smiling ma'am and don't be stressed"" is what ""chuck"" from the Amazon call centre has just told me, after finding out that Amazon refunded a customer for an order they received! Hmmmm when are you going to deal with this @AmazonHelp - they still have the order and my money??",2369668,2369663.0,refund_status,"@683415 Hi, I'm sorry about the issues. What did they advise you regarding the item? ^PJ",refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1973469,Wed Oct 18 17:57:24 +0000 2017,@AmazonHelp Spent another 50 minuets on the phone to be told to wait to see if it comes and £20 refund. The amazon wear house is 30 mins from my house!,,1973467.0,refund_status,,refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
817643,Thu Oct 12 22:05:29 +0000 2017,@AmazonHelp My pin code is already selected post which your app shows COD available but at payment gateway asking me to pay #cheaters,"817646,817647",817642.0,payment_or_billing_problem,"@314571 We are working on this, in the meantime, you can use our prepaid methods you see on the payment page. (2/2) ^SV || @314571 Due to carrier constraints, we are not able to provide cash on delivery to a few pin codes. (1/n) ^SV",payment_or_billing_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
197922,Wed Oct 04 19:34:21 +0000 2017,@AmazonHelp My order no 408-6448300-4339528 was cancelled it was available for Rs.300 NOw its Price is 4000rs why should I pay more?? I have Ordered for 300 and i have already paid then why should i pay 4000rs for same thing #FakeSale #Cheaters,197924,197921.0,product_information,@162536 Did you report this to our support team here: https://t.co/vlvfJr4nN9? ^NR 2/3,promotion_or_discount,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
153679,Fri Nov 24 16:22:38 +0000 2017,@AmazonHelp and is the charge reimbursed?,153678,153680.0,payment_or_billing_problem,"@151178 As long as no benefits have been used, you'll receive a full refund. ^BG",refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2299091,Mon Nov 13 05:03:39 +0000 2017,@AmazonHelp Sellers like the one I encountered have found a way around your A-Z guarantee. So the bottom line is - buy from Amazon at your own risk. If the seller is bad you are screwed.,,2299090.0,seller_or_marketplace_problem,,seller_or_marketplace_problem,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2290256,Tue Nov 14 11:29:55 +0000 2017,"@AmazonHelp I have opened above link and filled this form day after tomorrow but I didn't get any email ,message or call. Now what should I do .
Please help",2290257,2290255.0,missing_or_not_received_order,@665294 We haven't received your details yet. Kindly share your details from your registered Amazon account through the link provided earlier and we'll get back to you with an appropriate resolution. ^SY,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1774096,Wed Nov 08 03:40:19 +0000 2017,@AmazonHelp See where it says messages there on your Twitter account?  You have access to that. https://t.co/FtdDoEsltq,,1774095.0,account_or_login_problem,,account_or_login_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
795192,Mon Oct 16 07:04:07 +0000 2017,@AmazonHelp I hv yet nt rcvd d proof of delivery. Ur respns is nt satisfctory as I myslf hv infrmd u that the item's status hs been wrngly updated...,,795191.0,delivery_problem,,delivery_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
283531,Fri Oct 06 13:09:06 +0000 2017,"@AmazonHelp I ain't got time for doing this shit daily, I'm cancelling my COD orders and provide me refund for the order which I requested to replace.",283532,283085.0,refund_status,@183451 We wouldn't be able to investigate till we have your details . Kindly share the same via the link we shared. ^CB,refund_status,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
1688597,Mon Nov 06 20:03:35 +0000 2017,"@AmazonHelp I have a doubt plz clear it.
In @115850 there z a option of ""Subscribe n Save""
Now my doubt z if  a product is in discount of 20% on MRP--","1688596,1688598",1688599.0,promotion_or_discount,"@512746 Kindly connect with us here: https://t.co/vlvfJr4nN9 for further details on this. ^PB || @AmazonHelp @115850 and i have subscribed at that pric,e in my next months subscription its price change  changed to 10% or 30% discount on MRP...---",promotion_or_discount,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
877600,Fri Oct 20 19:06:15 +0000 2017,@AmazonHelp Your 250K music upload service doesnt work well at all with large libraries.,,877598.0,product_problem,,product_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
954298,Sat Oct 14 02:32:41 +0000 2017,"@AmazonHelp @341932 Amazing, no wonder your stock is near all-time highs",,954297.0,product_information,,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
181126,Wed Oct 04 12:54:24 +0000 2017,@AmazonHelp different people in email says that you will review account. But know you says no.,,181124.0,account_or_login_problem,,account_or_login_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
419431,Tue Oct 10 07:59:19 +0000 2017,@AmazonHelp Yes but no urgency / grasp of how serious the issue was...expected a fraud process of some sort as they now have our address and card info,419434,419429.0,seller_or_marketplace_problem,@215025 The Account Specialists will investigate and contact you - pls keep checking your emails ^TD,seller_or_marketplace_problem,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
812357,Sat Nov 25 10:01:56 +0000 2017,"@AmazonHelp Also if this isn't the service you expect why is it so prevalent? If you organise a large sale, make sure you're equipped to handle it, and train your customer support staff to help rather than give us different information every time we contact",812359,812356.0,promotion_or_discount,@313575 I am sorry to hear this Michelle. Can I ask what is the current status of the order please? You can find this info here: https://t.co/Y5jpI9gRhE.^GA,other_unclear,ASSISTANT_SEMANTIC_REVIEWED,yes,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2766393,Tue Nov 21 09:43:13 +0000 2017,"@AmazonHelp DISPATCHING SOON. CANCELLATION ISN'T GUARANTEED.

It's the fact you tell me the item will come on one day and then actually it won't, so why lie?",2766392,2766394.0,cancellation_request,@307316 This means we are trying our best to cancel your order and in the vast majority of cases this is possible. However on some occasions we are unable to contact this to our logistics team and are thus unable to cancel the item. Hope this clears up the issue! ^SM,cancellation_request,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2924534,Wed Nov 29 03:59:37 +0000 2017,"@AmazonHelp Yes, it has not been delivered yet. The latest update said if it’s not delivered by Thursday to contact support for more assistance. But seriously how do so many packages go missing???",,2924533.0,missing_or_not_received_order,,missing_or_not_received_order,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
2630045,Fri Nov 17 18:17:51 +0000 2017,@AmazonHelp if this happens a third time I️ will have to cancel my account and I’m paying extra to have prime for no reason.. i see u cannot resolve my issue.  This was not suppose to be a venting session. I was looking for a resolution,,2630044.0,cancellation_request,,Amazon_Prime_problem,ASSISTANT_SEMANTIC_REVIEWED,no,Semantically reviewed against the labeling guide; not independently hand-labelled by a human.
